fid,REFUOID,JAHR,MONAT,WOCHENTAG,U_GEMNR2,U_GEMNAME,U_GEBIET,U_GEBIET_T,U_LICHT,U_LICHT_T,U_UNF_TYP,U_UNF_TYP_T,UHRZEIT,BETEILIGUNG
"13205",6094648929,"2015","4",Thu,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,18 bis 24 Uhr,"Pkw, Sonstige"
"5885",6094584261,"2014","1",Sun,"90601",Wien,"1",Ortsgebiet,,,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,0 bis 6 Uhr,"Pkw, Pkw"
"21384",6094671953,"2016","9",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,12 bis 15 Uhr,"Motorrad, Sonstige"
"27512",6094708818,"2017","10",Sat,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Pkw, Sonstige"
"6054",6094588299,"2014","1",Mon,"90601",Wien,"1",Ortsgebiet,,,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,18 bis 24 Uhr,"Pkw, Sonstige"
"37540",6094782185,"2019","9",Mon,"90701",Wien,"1",Ortsgebiet,"3",D�mmerung,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw"
"11837",6094611794,"2015","1",Sun,"90701",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,0 bis 6 Uhr,"Pkw, Pkw"
"596",6094534846,"2013","2",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,12 bis 15 Uhr,"Pkw, Pkw"
"3293",6094551012,"2013","7",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,9 bis 12 Uhr,"Pkw, Sonstige"
"38464",6094791364,"2019","11",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,6 bis 9 Uhr,"Motorrad, Pkw"
"19024",6094654685,"2016","4",Fri,"90601",Wien,"1",Ortsgebiet,,,"851",Fu�g�nger auf Fahrbahn - von rechts,0 bis 6 Uhr,"Fussgaenger:in, Pkw"
"42085",6094812892,"2020","9",Sat,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"E-Bike, Pkw"
"43927",6094826621,"2021","3",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw"
"44851",6094832803,"2021","5",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"951",Radfahrer - Kollision mit querendem Radfahrer,15 bis 18 Uhr,"E-Bike, Fahrrad"
"45363",6094832711,"2021","6",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"E-Bike, Pkw"
"46151",6094844067,"2021","8",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"46283",6094845061,"2021","8",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,12 bis 15 Uhr,"Fahrrad, Pkw"
"49720",6094871986,"2022","5",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"E-Bike, Pkw"
"51284",6094876395,"2022","8",Sun,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,9 bis 12 Uhr,"E-Bike, Pkw"
"51338",6094873614,"2022","8",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,12 bis 15 Uhr,Fahrrad
"52675",6094886932,"2022","11",Fri,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw"
"53042",6094888370,"2022","12",Mon,"90601",Wien,"1",Ortsgebiet,"4",Dunkelheit,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"Fahrrad, Pkw"
"53388",6094893195,"2023","1",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"852",Fu�g�nger auf Fahrbahn - von links,15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"53798",6094897787,"2023","2",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"231",Streifkollision - auf der Geraden,15 bis 18 Uhr,"Fahrrad, Pkw"
"55596",6094905674,"2023","6",Fri,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,15 bis 18 Uhr,"Motorrad, Pkw"
"56081",6094913220,"2023","7",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"Fahrrad, Pkw"
"56393",6094917961,"2023","8",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,15 bis 18 Uhr,"Fahrrad, Pkw"
"58592",6094925315,"2023","12",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"312",Kollision beim Rechtsabbiegen - Rechtsabbieger mit Geradeausfahrendem,9 bis 12 Uhr,"Fahrrad, Pkw"
"60136",6094935315,"2024","5",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"321",Kollision beim Linksabbiegen - Auffahren auf Linksabbieger,12 bis 15 Uhr,"Motorrad, Pkw"
"61010",6094936724,"2024","6",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,15 bis 18 Uhr,"Fahrrad, Pkw"
"62282",6094951195,"2024","9",Sun,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,18 bis 24 Uhr,"E-Bike, Fahrrad"
"62306",6094952594,"2024","9",Thu,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"411",Kollision beim Abbiegen - entgegeng. Richtung - beim Linksabbiegen,6 bis 9 Uhr,"Fahrrad, Pkw"
"5756",6094566696,"2013","12",Mon,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"122",Wechseln des Fahrstreifens mit und ohne Kollision - nach rechts mit Abkommen rechts,15 bis 18 Uhr,"Pkw, Sonstige"
"24038",6094689105,"2017","3",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"883",Fu�g�nger quert Fahrbahn - beim R�ckw�rtsfahren,9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"5359",6094569066,"2013","11",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",12 bis 15 Uhr,"Fussgaenger:in, Pkw"
"24127",6094688900,"2017","3",Tue,"90701",Wien,"1",Ortsgebiet,,,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,18 bis 24 Uhr,"Pkw, Sonstige"
"1171",6094539639,"2013","4",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,6 bis 9 Uhr,Lkw
"17928",6094643869,"2016","2",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"852",Fu�g�nger auf Fahrbahn - von links,12 bis 15 Uhr,"Fussgaenger:in, Lkw"
"10632",6094576893,"2014","10",Sat,"90601",Wien,"1",Ortsgebiet,,,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Fussgaenger:in, Pkw"
"20793",6094679003,"2016","7",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"852",Fu�g�nger auf Fahrbahn - von links,12 bis 15 Uhr,"Fussgaenger:in, Sonstige"
"25411",6094700768,"2017","6",Fri,"90601",Wien,"1",Ortsgebiet,,,"212",Kollision durch Einordnen oder Zufahren - Einordnen von rechts,18 bis 24 Uhr,"Sonstige, Sonstige"
"26379",6094703435,"2017","7",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,6 bis 9 Uhr,"Pkw, Sonstige, Sonstige"
"31385",6094743048,"2018","7",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,12 bis 15 Uhr,"Fahrrad, Pkw"
"36848",6094788885,"2019","7",Tue,"90601",Wien,"1",Ortsgebiet,"4",Dunkelheit,"711",Kollision mit haltenden oder parkenden Fahrzeugen - Fahrzeug h�lt oder parkt rechts,18 bis 24 Uhr,E-Bike
"38562",6094791618,"2019","11",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"111",Kollision beim �berholen - �berholen rechts,6 bis 9 Uhr,"Fahrrad, Pkw"
"42618",6094819995,"2020","10",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,6 bis 9 Uhr,"Fahrrad, Pkw"
"43983",6094826452,"2021","3",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,6 bis 9 Uhr,"Fahrrad, Lkw"
"44049",6094826688,"2021","3",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"E-Bike, Pkw, Pkw"
"45833",6094845099,"2021","7",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,6 bis 9 Uhr,"E-Bike, E-Bike"
"46724",6094845160,"2021","9",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"241",Frontalkollision - auf der Geraden,6 bis 9 Uhr,"Fahrrad, Fahrrad"
"48374",6094858972,"2022","2",Mon,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"E-Bike, Fussgaenger:in"
"51658",6094878017,"2022","9",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"821",beim Rechtsabbiegen - Fg.: gleiche Ann�herungsrichtung,18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"52059",6094880629,"2022","9",Sat,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"873","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",18 bis 24 Uhr,"E-Bike, Fussgaenger:in"
"53222",6094889214,"2022","12",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"951",Radfahrer - Kollision mit querendem Radfahrer,12 bis 15 Uhr,"Fahrrad, Pkw"
"54006",6094906294,"2023","3",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",6 bis 9 Uhr,"Fahrrad, Fussgaenger:in"
"56010",6094909160,"2023","7",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"322",Kollision beim Linksabbiegen - Linksabbieger mit Geradeausfahrendem,18 bis 24 Uhr,"E-Scooter, Fahrrad"
"59811",6094935490,"2024","4",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"E-Scooter, Pkw"
"60552",6094937473,"2024","5",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",9 bis 12 Uhr,"Fahrrad, Fussgaenger:in"
"62290",6094949966,"2024","9",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"883",Fu�g�nger quert Fahrbahn - beim R�ckw�rtsfahren,9 bis 12 Uhr,"Fussgaenger:in, Lkw"
"37088",6094780728,"2019","8",Mon,"90701",Wien,"1",Ortsgebiet,"3",D�mmerung,"852",Fu�g�nger auf Fahrbahn - von links,18 bis 24 Uhr,"E-Bike, Fussgaenger:in"
"24282",6094687998,"2017","3",Fri,"90601",Wien,"1",Ortsgebiet,,,"891",Sonstige Fu�g�ngerunf�lle - Sonstige,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
"24099",6094687148,"2017","3",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"891",Sonstige Fu�g�ngerunf�lle - Sonstige,9 bis 12 Uhr,"Fussgaenger:in, Fussgaenger:in, Lkw"
"30116",6094723654,"2018","4",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,12 bis 15 Uhr,"Fahrrad, Fahrrad"
"32536",6094752970,"2018","9",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,9 bis 12 Uhr,"Fahrrad, Pkw"
"4675",6094566445,"2013","10",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,9 bis 12 Uhr,"Sonstige, Sonstige"
"37198",6094778851,"2019","8",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",12 bis 15 Uhr,"Fahrrad, Fussgaenger:in"
"34669",6094762503,"2019","3",Sun,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fahrrad, Fussgaenger:in"
"14660",6094648520,"2015","7",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fussgaenger:in, Sonstige"
"46540",6094843345,"2021","9",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"883",Fu�g�nger quert Fahrbahn - beim R�ckw�rtsfahren,12 bis 15 Uhr,"Fussgaenger:in, Lkw"
"55928",6094929883,"2023","7",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"873","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",18 bis 24 Uhr,"Fussgaenger:in, Pkw"
"57611",6094925356,"2023","10",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"E-Scooter, Fussgaenger:in"
"59376",6094939818,"2024","3",Fri,"90701",Wien,"1",Ortsgebiet,"3",D�mmerung,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",18 bis 24 Uhr,"E-Scooter, Fussgaenger:in"
"60170",6094932361,"2024","5",Thu,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,18 bis 24 Uhr,Fahrrad
"26738",6094710272,"2017","8",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"111",Kollision beim �berholen - �berholen rechts,15 bis 18 Uhr,"Sonstige, Sonstige"
"37327",6094776595,"2019","8",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"622",Kollision beim Entgegenkommen - Linksabbieger m. entgegenkomm. Fahrzeug,12 bis 15 Uhr,"Fahrrad, Fahrrad"
"24418",6094696473,"2017","4",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,18 bis 24 Uhr,"Pkw, Sonstige"
"1662",6094539140,"2013","5",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"742",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren rechts,6 bis 9 Uhr,"Pkw, Sonstige"
"37500",6094776565,"2019","9",Sat,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"881",Fu�g�nger neben der Fahrbahn - rechts neben der Fahrbahn,18 bis 24 Uhr,"E-Bike, Fussgaenger:in"
"2205",6094553079,"2013","6",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"822",beim Rechtsabbiegen - Fg.: gegen Ann�herungsrichtung,15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"29850",6094727304,"2018","4",Sun,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"921",Tierunf�lle - Tier auf der Fahrbahn,18 bis 24 Uhr,Fahrrad
"4384",6094561771,"2013","10",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"874","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, linke Fahrbahnseite",12 bis 15 Uhr,"Fussgaenger:in, Pkw"
"39646",6094810997,"2020","2",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"873","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",12 bis 15 Uhr,"E-Bike, Fussgaenger:in"
"6934",6094598571,"2014","3",Fri,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",12 bis 15 Uhr,"Fussgaenger:in, Pkw"
"2449",6094543558,"2013","6",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,12 bis 15 Uhr,"Lkw, Sonstige"
"31548",6094743159,"2018","7",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"872","Fu�g�nger geht auf Fahrbahn - gegen Richtung, linke Fahrbahnseite",15 bis 18 Uhr,"Fahrrad, Fussgaenger:in"
"26419",6094710601,"2017","7",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
"41422",6094812776,"2020","7",Sun,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"852",Fu�g�nger auf Fahrbahn - von links,18 bis 24 Uhr,"Fahrrad, Fussgaenger:in"
"42226",6094813898,"2020","9",Sat,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw"
"42799",6094820464,"2020","10",Sat,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,15 bis 18 Uhr,Pkw
"46746",6094845316,"2021","9",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fahrrad, Fussgaenger:in"
"47506",6094854317,"2021","11",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"852",Fu�g�nger auf Fahrbahn - von links,9 bis 12 Uhr,"E-Bike, Fussgaenger:in"
"50398",6094871682,"2022","6",Tue,"90701",Wien,"1",Ortsgebiet,"4",Dunkelheit,"112",Kollision beim �berholen - �berholen links,0 bis 6 Uhr,"Fahrrad, Fahrrad"
"54394",6094908304,"2023","4",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"213",Kollision durch Einordnen oder Zufahren - Zufahren zum linken Fahrbahnrand,12 bis 15 Uhr,"E-Scooter, Fahrrad"
"54515",6094898073,"2023","4",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"873","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"E-Scooter, Fussgaenger:in"
"55149",6094903909,"2023","5",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"621",Kollision beim Entgegenkommen - Rechtsabbieger m. entgegenkomm. Fahrzeug,6 bis 9 Uhr,"Fahrrad, Pkw"
"63793",6094961831,"2024","12",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"883",Fu�g�nger quert Fahrbahn - beim R�ckw�rtsfahren,9 bis 12 Uhr,"Fussgaenger:in, Pkw"
"45756",6094855880,"2021","7",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fahrrad, Fussgaenger:in"
"31597",6094743093,"2018","7",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"Fahrrad, Fussgaenger:in"
"671",6094543886,"2013","2",Thu,"90601",Wien,"1",Ortsgebiet,"3",D�mmerung,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,15 bis 18 Uhr,"Pkw, Pkw, Sonstige"
"27766",6094716722,"2017","10",Tue,"90601",Wien,"1",Ortsgebiet,,,"891",Sonstige Fu�g�ngerunf�lle - Sonstige,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
"33740",6094756434,"2018","12",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,12 bis 15 Uhr,E-Bike
"36019",6094772300,"2019","6",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"511",Rechtwinkelige Kollisionen - Kollision auf der Kreuzung,15 bis 18 Uhr,"E-Bike, Fahrrad"
"30166",6094725507,"2018","4",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"811","Fahrzeug biegt nicht ab - vor Querstra�e, Fu�g�nger von rechts",15 bis 18 Uhr,"E-Bike, Fussgaenger:in"
"27234",6094718992,"2017","9",Thu,"90701",Wien,"1",Ortsgebiet,,,"871","Fu�g�nger geht auf Fahrbahn - gegen Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"Fussgaenger:in, Sonstige"
"39579",6094810996,"2020","2",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"874","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, linke Fahrbahnseite",15 bis 18 Uhr,"Fussgaenger:in, Pkw"
"7890",6094579713,"2014","5",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"891",Sonstige Fu�g�ngerunf�lle - Sonstige,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
"1176",6094536807,"2013","4",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"112",Kollision beim �berholen - �berholen links,18 bis 24 Uhr,"Motorrad, Pkw"
"40718",6094802924,"2020","6",Wed,"90701",Wien,"1",Ortsgebiet,"3",D�mmerung,"241",Frontalkollision - auf der Geraden,18 bis 24 Uhr,"E-Bike, Fahrrad"
"30372",6094741648,"2018","5",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,9 bis 12 Uhr,"Fahrrad, Fussgaenger:in"
"21266",6094669707,"2016","8",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"224",Abkommen links d. entgegenkomm. Fahrzeug - auf der Geraden (ohne Kollision),18 bis 24 Uhr,"Sonstige, Sonstige"
"46012",6094843356,"2021","8",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"812","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von rechts",6 bis 9 Uhr,"Fahrrad, Fussgaenger:in"
"52044",6094880742,"2022","9",Tue,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"873","Fu�g�nger geht auf Fahrbahn - gleiche Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"Fahrrad, Fussgaenger:in"
"31331",6094743024,"2018","7",Tue,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"871","Fu�g�nger geht auf Fahrbahn - gegen Richtung, rechte Fahrbahnseite",18 bis 24 Uhr,"Fahrrad, Fussgaenger:in"
"41788",6094812735,"2020","8",Wed,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Fahrrad, Pkw"
"817",6094533308,"2013","3",Sat,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"131",Auffahren auf fahrendes Fahrzeug - auf der Geraden,12 bis 15 Uhr,"Pkw, Sonstige"
"54329",6094894987,"2023","3",Mon,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"51",Sturz vom oder im Fahrzeug - Sturz vom Fahrzeug,6 bis 9 Uhr,Fahrrad
"55869",6094906174,"2023","7",Fri,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"871","Fu�g�nger geht auf Fahrbahn - gegen Richtung, rechte Fahrbahnseite",15 bis 18 Uhr,"E-Scooter, Fussgaenger:in"
"62058",6094951286,"2024","8",Sun,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,12 bis 15 Uhr,"E-Scooter, Fussgaenger:in"
"63631",6094962862,"2024","11",Tue,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"814","Fahrzeug biegt nicht ab - nach Querstra�e, Fu�g�nger von links",9 bis 12 Uhr,"Fahrrad, Fussgaenger:in"
"31965",6094746102,"2018","8",Mon,"90701",Wien,"1",Ortsgebiet,"2",Tageslicht,"821",beim Rechtsabbiegen - Fg.: gleiche Ann�herungsrichtung,9 bis 12 Uhr,"Bus, Fussgaenger:in"
"3135",6094550037,"2013","7",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
"10581",6094596339,"2014","10",Thu,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"741",Kollision mit haltenden oder parkenden Fahrzeugen - Offene Wagent�re Vorbeifahren links,12 bis 15 Uhr,"Lkw, Sonstige"
"2665",6094553103,"2013","6",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,15 bis 18 Uhr,"Fussgaenger:in, Sonstige"
"2937",6094544629,"2013","7",Wed,"90601",Wien,"1",Ortsgebiet,"2",Tageslicht,"851",Fu�g�nger auf Fahrbahn - von rechts,18 bis 24 Uhr,"Fussgaenger:in, Sonstige"
